identifier,canonical_smiles,standard_inchi_key,name_coconut,iupac_name_coconut,molecular_formula,mw_coconut,alogp,tpsa_coconut,hba_coconut,hbd_coconut,rot_bonds_coconut,qed_drug_likeliness,lipinski_violations,aromatic_rings,frac_csp3,np_likeness_num,np_classifier_pathway,np_classifier_superclass,np_classifier_class,chemical_class,chemical_superclass,direct_parent,organisms,collections,contains_sugar,contains_ring_sugars,dois,source_database,is_african_np,lipinski_pass,inchikey_14,npass_np_id,in_npass,p_active,african_rank
CNP0346537.1,C[C@H]1[C@@H](OC(=O)CCC(=O)O)O[C@@H]2OC3CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,YWAZOJRWTMJJFP-ZCHHLLEBSA-N,,"4-[[(1~{R},4~{S},5~{R},8~{S},9~{R},10~{R},12~{R},13~{R})-5,9-dimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.0^{4,13}.0^{8,13}]hexadecan-10-yl]oxy]-4-oxo-butanoic acid",C18H26O8,370.4,2.21,100.52,7,1,4,0.59,0,0,0.89,2.8,Terpenoids,Sesquiterpenoids,Arteminisin,Prenol lipids,Lipids and lipid-like molecules,Artemisinins,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,YWAZOJRWTMJJFP,,False,0.4745394544637117,1
CNP0167652.5,CC(=O)OC[C@H](Cc1ccccc1)NC(=O)[C@@H](Cc1ccccc1)NC(=O)c1ccccc1,VZPAURMDJZOGHU-LOSJGSFVSA-N,Aurantiamide acetate,[(2~{S})-2-[[(2~{R})-2-benzamido-3-phenyl-propanoyl]amino]-3-phenyl-propyl] acetate,C27H28N2O4,444.53,3.32,84.5,4,2,10,0.47,0,3,0.22,0.01,Amino acids and Peptides,Small peptides,Dipeptides,Carboxylic acids and derivatives,Organic acids and derivatives,Phenylalanine and derivatives,Acanthophora spicifera|Croton hieronymi|Orthosiphon stamineus|Pierreodendron kerstingii Little.|Polygonum chinensis L.|Spiraea formosana|Tribulus terrestris,AfroDB|KNApSaCK|Super Natural II|TIPdb (database of Taiwan indigenous plants)|ZINC NP,f,f,,COCONUT,True,True,VZPAURMDJZOGHU,NPC533207,True,0.47150228957577184,2
CNP0346508.1,C=C1[C@H]2CC[C@@]3(C)[C@H](c4ccoc4)CC(=O)[C@@H](OC(C)=O)[C@@]13O[C@H]1[C@@H](OCCCCC(=O)O)[C@@H](O)C(C)(C)[C@@H](CC(=O)OC)[C@@]21C,SPWCFMOODVFHIF-GSWKDWBKSA-N,,"5-[[(1~{R},3~{R},4~{S},5~{S},7~{R},8~{S},9~{S},12~{S},13~{S},16~{S})-16-acetoxy-13-(3-furyl)-5-hydroxy-7-(2-methoxy-2-oxo-ethyl)-6,6,8,12-tetramethyl-17-methylene-15-oxo-2-oxatetracyclo[7.7.1.0^{1,12}.0^{3,8}]heptadecan-4-yl]oxy]pentanoic acid",C35H48O11,644.76,4.6,158.8,10,2,10,0.21,1,1,0.71,2.57,Terpenoids,Triterpenoids,Limonoids,Carboxylic acids and derivatives,Organic acids and derivatives,Tricarboxylic acids and derivatives,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,SPWCFMOODVFHIF,,False,0.44221600541552275,3
CNP0346376.1,CC(C)C1=CC2=CC=C3C(C)(C)[C@@H](OC(=O)c4ccccc4)CC[C@]3(C)[C@@H]2C(=O)C1=O,AMNIHONGCLKGSD-BERHBOFZSA-N,,"[(2~{S},4~{a}~{R},4~{b}~{R})-7-isopropyl-1,1,4~{a}-trimethyl-5,6-dioxo-2,3,4,4~{b}-tetrahydrophenanthren-2-yl] benzoate",C27H30O4,418.53,5.26,60.44,4,0,3,0.5,1,1,0.44,1.96,Terpenoids,Diterpenoids,Abeoabietane diterpenoids,Prenol lipids,Lipids and lipid-like molecules,Diterpenoids,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,AMNIHONGCLKGSD,,False,0.43930873806185516,4
CNP0215695.1,CC(C)C1=CC2=CC=C3C(C)(C)[C@@H](OC(=O)c4ccccc4)CC[C@]3(C)C2=C(O)[C@H]1O,UAFNBKSIDYRJDO-MYIHVTGJSA-N,,"[(2~{S},4~{a}~{S},6~{S})-5,6-dihydroxy-7-isopropyl-1,1,4~{a}-trimethyl-2,3,4,6-tetrahydrophenanthren-2-yl] benzoate",C27H32O4,420.55,5.67,66.76,4,2,3,0.62,1,1,0.44,2.25,Terpenoids,Diterpenoids,Abeoabietane diterpenoids,Prenol lipids,Lipids and lipid-like molecules,Diterpenoids,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,UAFNBKSIDYRJDO,,False,0.4268048042090845,5
CNP0215656.2,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@H](NC(C)=O)CC2,IAKHMKGGTNLKSZ-MRXNPFEDSA-N,(R)-colchicine,"~{N}-[(7~{R})-1,2,3,10-tetramethoxy-9-oxo-6,7-dihydro-5~{H}-benzo[a]heptalen-7-yl]acetamide",C22H25NO6,399.44,2.87,83.09,6,1,5,0.83,0,2,0.36,0.75,Alkaloids,Tyrosine alkaloids,Phenethylisoquinoline alkaloids,Tropones,Hydrocarbon derivatives,Tropones,Actinoplanes regularis|Dalbergia melanoxylon|Lepidium meyeni|Lycopodiella alopecuroides|Pinus palustris|Plectranthus hadiensis var. tomentosus|Protium opacum,AfroDB|NPASS|Super Natural II|ZINC NP,f,f,,COCONUT,True,True,IAKHMKGGTNLKSZ,NPC226941,True,0.41990425072498705,6
CNP0321708.1,C=C(C)[C@H]1CC[C@]2(C)CC[C@]3(C)[C@@H](CC[C@H]4[C@@]5(C)CC[C@@H](CC(=O)O)C(C)(C)[C@H]5CC[C@]43C)[C@H]12,BWKIBIGYSCCMLU-ZPUPUCTRSA-N,,"2-[(1~{S},3~{a}~{R},5~{a}~{R},5~{b}~{R},7~{a}~{R},9~{S},11~{a}~{S},11~{b}~{S},13~{a}~{S},13~{b}~{S})-1-isopropenyl-3~{a},5~{a},5~{b},8,8,11~{a}-hexamethyl-1,2,3,4,5,6,7,7~{a},9,10,11,11~{b},12,13,13~{a},13~{b}-hexadecahydrocyclopenta[a]chrysen-9-yl]acetic acid",C32H52O2,468.77,8.75,37.3,1,1,3,0.42,1,0,0.91,2.77,Terpenoids,Triterpenoids,Lupane triterpenoids,Prenol lipids,Lipids and lipid-like molecules,Lupane triterpenoids,,AfroDB,f,f,,COCONUT,True,True,BWKIBIGYSCCMLU,NPC561689,True,0.4161098762984066,7
CNP0110434.2,CC(C)C1=CC2=CC=C3C(C)(C)[C@H](OC(=O)c4ccccc4)CC[C@]3(C)C2=C(O)C1=O,KCFFKDXTABUTPF-ZBLYBZFDSA-N,,"[(2~{R},4~{a}~{S})-5-hydroxy-7-isopropyl-1,1,4~{a}-trimethyl-6-oxo-3,4-dihydro-2~{H}-phenanthren-2-yl] benzoate",C27H30O4,418.53,5.88,63.6,4,1,3,0.62,1,1,0.41,2.27,Terpenoids,Diterpenoids,Abeoabietane diterpenoids,Prenol lipids,Lipids and lipid-like molecules,Diterpenoids,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,KCFFKDXTABUTPF,NPC570473,True,0.412078111672354,8
CNP0346382.1,COc1cc2c(cc1[C@@H]1C(=O)Oc3cc4occc4cc3C1=O)OCO2,XPXKZRNRBZMAGU-KRWDZBQOSA-N,,"(6~{S})-6-(6-methoxy-1,3-benzodioxol-5-yl)furo[3,2-g]chromene-5,7-dione",C19H12O7,352.3,3.06,84.2,7,0,2,0.4,0,3,0.16,1.03,Shikimates and Phenylpropanoids,Flavonoids,,Isoflavonoids,Phenylpropanoids and polyketides,2'-O-methylated isoflavonoids,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,XPXKZRNRBZMAGU,,False,0.4072062482781165,9
CNP0246819.1,COc1cc2c(cc1OC)[C@@H]1C(=O)c3cc4ccoc4cc3O[C@H]1CC2,DDBGUFDZUZVINK-YWZLYKJASA-N,,"(1~{S},13~{S})-16,17-dimethoxy-2,6-dioxapentacyclo[11.8.0.0^{3,11}.0^{5,9}.0^{14,19}]henicosa-3,5(9),7,10,14(19),15,17-heptaen-12-one",C21H18O5,350.37,4.12,57.9,5,0,2,0.7,0,3,0.29,1.59,Shikimates and Phenylpropanoids,Isoflavonoids,Rotenoids,Isoflavonoids,Phenylpropanoids and polyketides,Isoflavanones,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,DDBGUFDZUZVINK,,False,0.40625900476650095,10
CNP0346521.1,O=C(O)CCCCCCCC(=O)CCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,INBSBCJKMHROAJ-MBMVPVEPSA-N,,"9-oxo-16-[(2~{R},3~{S},4~{S},5~{S},6~{R})-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxy-hexadecanoic acid",C22H40O9,448.55,1.53,153.75,8,5,18,0.2,0,0,0.91,1.41,Fatty acids,Fatty acyl glycosides,Fatty acyl glycosides of mono- and disaccharides,Saccharolipids,Lipids and lipid-like molecules,Saccharolipids,,AfroDB|ZINC NP,t,t,,COCONUT,True,True,INBSBCJKMHROAJ,,False,0.40536468012011545,11
CNP0216314.0,CCCCCCCCCCCCCCCCCCCCCCC(=O)O,XEZVDURJDFGERA-UHFFFAOYSA-N,TRICOSANOIC ACID,tricosanoic acid,C23H46O2,354.62,8.28,37.3,1,1,21,0.21,1,0,0.96,0.28,Fatty acids,Fatty Acids and Conjugates,Unsaturated fatty acids,Fatty Acyls,Lipids and lipid-like molecules,Very long-chain fatty acids,Adenanthera pavonina|Allium tuberosum|Aloe africana|Aloe ferox|Aloe spicata|Aloe vera|Aristea ecklonii|Changium smyrnioides|Cnidium monnieri|Cynomorium songaricum|Daphnia magna|Delphinium tricorne|Dolichos lablab|Eucalyptus globulus|Hansenia forbesii|Hansenia weberbaueriana|Homo sapiens|Ligularia macrophylla|Ostericum grosseserratum|Penicillium leucopus|Petrosia similis|Psammosilene tunicoides|Quercus agrifolia|Streptomyces sp. NP10|Taraxacum borealisinense|Taraxacum coreanum|Taraxacum mongolicum|Taraxacum officinale|Taraxacum platycarpum|Verbascum thapsus,AfroDB|Australian natural products|CMAUP (cCollective molecular activities of useful plants)|ChEBI NPs|DrugBankNP|Exposome-explorer|FooDB|NPASS|StreptomeDB|Super Natural II|TCMDB@Taiwan (Traditional Chinese Medicine database)|TCMID (Traditional Chinese Medicine Integrated Database)|TIPdb (database of Taiwan indigenous plants)|UNPD (Universal Natural Products Database),f,f,10.1194/jlr.M009449|10.1515/hf.2002.024|10.3389/fmicb.2018.01302|10.3390/molecules27020483,COCONUT,True,True,XEZVDURJDFGERA,NPC155904,True,0.4052689600672068,12
CNP0405993.1,C=C(C)[C@H]1Cc2c(ccc3c2O[C@H]2CCc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,MGMLAUOOTBJKRK-JQVVWYNYSA-N,,"(1~{S},6~{R},13~{S})-6-isopropenyl-16,17-dimethoxy-2,7-dioxapentacyclo[11.8.0.0^{3,11}.0^{4,8}.0^{14,19}]henicosa-3(11),4(8),9,14,16,18-hexaen-12-one",C24H24O5,392.45,4.26,53.99,5,0,3,0.73,0,2,0.38,1.79,Shikimates and Phenylpropanoids,Isoflavonoids,Rotenoids,Isoflavonoids,Phenylpropanoids and polyketides,Isoflavanones,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,MGMLAUOOTBJKRK,,False,0.403172452821732,13
CNP0226572.14,C=C(C)[C@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@@H](CC[C@H]4[C@@]5(C)CC[C@@H](O)C(C)(C)[C@H]5CC[C@]43C)[C@H]12,QGJZLNKBHJESQX-RCFNASHMSA-N,,"(1~{S},3~{a}~{S},5~{a}~{R},5~{b}~{R},7~{a}~{S},9~{R},11~{a}~{R},11~{b}~{S},13~{a}~{S},13~{b}~{S})-9-hydroxy-1-isopropenyl-5~{a},5~{b},8,8,11~{a}-pentamethyl-1,2,3,4,5,6,7,7~{a},9,10,11,11~{b},12,13,13~{a},13~{b}-hexadecahydrocyclopenta[a]chrysene-3~{a}-carboxylic acid",C30H48O3,456.71,7.09,57.53,2,2,2,0.44,1,0,0.9,3.07,Terpenoids,Triterpenoids,Lupane triterpenoids,Steroids and steroid derivatives,Lipids and lipid-like molecules,Hydroxysteroids,,AfroDB,f,f,,COCONUT,True,True,QGJZLNKBHJESQX,NPC583201,True,0.4029824572209471,14
CNP0233604.1,COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1[C@H](C2)N(C)CC3,RUZIUYOSRDWYQF-HNNXBMFYSA-N,Glaucine,"(6~{a}~{S})-1,2,9,10-tetramethoxy-6-methyl-5,6,6~{a},7-tetrahydro-4~{H}-dibenzo[de,g]quinoline",C21H25NO4,355.43,3.47,40.16,5,0,4,0.84,0,2,0.43,1.18,Alkaloids,Tyrosine alkaloids,Aporphine alkaloids,Aporphines,Alkaloids and derivatives,Aporphines,Aloe microstigma|Annona reticulata|Aplidium multiplicatum|Balaenoptera borealis|Beilschmiedia podagrica|Berberis densiflora|Berberis integerrima|Berberis numularis|Berberis oblonga|Berberis turcomanica|Brickellia paniculata|Ceratocapnos palaestinus|Chrozophora prostrata|Coccoloba dugandiana|Corydalis alba (Mill.) Mansf.|Corydalis ambigua|Corydalis cava (L.) Schweigg & Koerte|Corydalis lutea (L.) DC.|Corydalis marchalliana|Corydalis ternata|Corydalis turtschaninovii|Corydalis yanhusuo|Croton hemiargyreus|Croton lechleri|Cryptocarya chinensis|Curculigo breviscapa|Dicentra eximia|Epinetrum mangenotii|Fissistigma oldhamii|Glaucium corniculatum|Glaucium elegans|Glaucium flavum|Glaucium flavum Crantz.|Glaucium grandiflorum|Iris decora|Liriodendron tulipifera|Musca autumnalis|Nandina domestica|Ocotea macrophylla|Ocotea vellosiana|Papaver somniferum|Papaveraceae|Paronychia argentea|Pedicularis chinensis|Phoenicanthus obliqua|Platycapnos saxicola|Platycapnos spicata|Platycapnos tenuiloba|Platytaenia dasycarpa|Prunus humilis|Pycnarrhena novoguineensis|Rollinia mucosa|Sarcocapnos baetica|Sarcocapnos enneaphylla|Sarcocapnos saetabensis|Stizolobium capitatum|Thalictrum flavum|Thalictrum ichengense|Thalictrum triternatum|Xylopia laevigata|Zanthoxylum ailanthoides,ANPDB|AfroDB|Australian natural products|CMAUP (cCollective molecular activities of useful plants)|ChEBI NPs|ETM (Ethiopian Traditional Medicine) DB|InflamNat|KNApSaCK|Latin America dataset|NANPDB (Natural Products from Northern African Sources)|NPASS|NPEdia|NuBBEDB|Phyto4Health|Super Natural II|TCMDB@Taiwan (Traditional Chinese Medicine database)|TIPdb (database of Taiwan indigenous plants)|TPPT (Toxic Plants–PhytoToxins)|ZINC NP,f,f,10.1002/9780470744307.gat218|10.1002/food.19880321030|10.1002/jms.3112|10.1007/s11010-015-2339-9|10.1016/0031-9422(75)85390-8|10.1016/j.bmc.2006.10.034|10.1016/j.bmc.2014.09.004|10.1016/j.chroma.2007.06.029|10.1016/j.fitote.2009.05.016|10.1016/j.foodchem.2012.09.059|10.1039/jr9610001896|10.1080/14786410902904418|10.1080/14786419.2014.921166|10.3390/ijms141223533|10.3390/molecules21070890,COCONUT,True,True,RUZIUYOSRDWYQF,NPC325871,True,0.40261848961807645,15
CNP0346321.1,C=C(CO)[C@H]1Cc2c(ccc3c2O[C@H]2CCc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,YHEGBJXTYKBOPT-JQVVWYNYSA-N,,"(1~{S},6~{R},13~{S})-6-[1-(hydroxymethyl)vinyl]-16,17-dimethoxy-2,7-dioxapentacyclo[11.8.0.0^{3,11}.0^{4,8}.0^{14,19}]henicosa-3(11),4(8),9,14,16,18-hexaen-12-one",C24H24O6,408.45,3.23,74.22,6,1,4,0.78,0,2,0.38,1.89,Shikimates and Phenylpropanoids,Isoflavonoids,Rotenoids,Isoflavonoids,Phenylpropanoids and polyketides,Isoflavanones,,AfroDB|AfroMalariaDB|ZINC NP,f,f,,COCONUT,True,True,YHEGBJXTYKBOPT,,False,0.4019833001501217,16
CNP0148743.1,C=C[C@]12COC(=O)C(=C)[C@H]1[C@@H]1OC(=O)C[C@H]1[C@H](OC(=O)CCO)[C@@H]2O,YDUDBMWXLIVMOD-GQENQYNKSA-N,,"[(3~{a}~{R},4~{S},5~{R},5~{a}~{R},9~{a}~{S},9~{b}~{S})-5-hydroxy-9-methylene-2,8-dioxo-5~{a}-vinyl-3~{a},4,5,6,9~{a},9~{b}-hexahydro-3~{H}-furo[2,3-f]isochromen-4-yl] 3-hydroxypropanoate",C17H20O8,352.34,-0.51,119.36,8,2,4,0.3,0,0,0.59,3.17,Terpenoids,Sesquiterpenoids,Elemane sesquiterpenoids,Carboxylic acids and derivatives,Organic acids and derivatives,Tricarboxylic acids and derivatives,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,YDUDBMWXLIVMOD,,False,0.40172997643219754,17
CNP0170340.3,CC(=O)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,RVMPLOSJMIQORE-FUAAEJBOSA-N,Platanic acid,"(1~{R},3~{a}~{S},5~{a}~{R},5~{b}~{R},7~{a}~{R},9~{S},11~{a}~{R},11~{b}~{R},13~{a}~{R},13~{b}~{S})-1-acetyl-9-hydroxy-5~{a},5~{b},8,8,11~{a}-pentamethyl-1,2,3,4,5,6,7,7~{a},9,10,11,11~{b},12,13,13~{a},13~{b}-hexadecahydrocyclopenta[a]chrysene-3~{a}-carboxylic acid",C29H46O4,458.68,6.1,74.6,3,2,2,0.52,1,0,0.93,2.95,Terpenoids,Triterpenoids,Abeolupane triterpenoids,Steroids and steroid derivatives,Lipids and lipid-like molecules,Oxosteroids,Albertisia papuana|Artemisia tournefortiana|Astragalus asper|Aulacomnium androgynum|Breynia fruticosa|Cordia curassavica|Cosmos pringlei|Dahlstedtia araripensis|Daphne lancifolia|Derris uliginosa|Dichotomaria marginata|Dioscorea althaeoides|Diotis maritima|Erythrina sacleuxii|Ficus cordata subsp. salicifolia|Ficus sarmentosa var. thunbergii|Gardneria insularis|Glycyrrhiza lepidota|Heritiera littoralis|Lafoensia glyptocarpa|Lonchocarpus orotinus|Magnolia sprengeri|Melaleuca ericifolia|Melaleuca leucadendron|Monochaetia compta|Osteophloeum platyspermum|Petriella sordida|Scilla maritima|Sinularia molesta|Syzygium claviflorum|Taraxacum bicorne|Turbinaria ornata|Valeriana fedtschenkoi,ANPDB|AfroDB|Australian natural products|CMAUP (cCollective molecular activities of useful plants)|ChEBI NPs|NANPDB (Natural Products from Northern African Sources)|NPASS|Super Natural II|ZINC NP,f,f,10.1021/np2000914|10.1021/np50104a008|10.1021/np800360a|10.1021/np9606052,COCONUT,True,True,RVMPLOSJMIQORE,NPC557736,True,0.3989934735854823,18
CNP0346252.1,CC(=O)O[C@@H]1CC[C@]23C[C@]24C(=O)C[C@@H]2[C@H]5[C@H](C)[C@H](C)CC[C@@]5(C)CC[C@@]2(C)[C@]4(C)CC[C@@H]3C1(C)C,ORSMTTXASHOWDI-QGUANNJKSA-N,,"[(1~{S},4~{R},5~{R},6~{R},7~{R},10~{S},13~{R},14~{S},17~{S},19~{R},22~{R})-6,7,10,13,14,18,18-heptamethyl-2-oxo-19-hexacyclo[12.9.0.0^{1,22}.0^{4,13}.0^{5,10}.0^{17,22}]tricosanyl] acetate",C32H50O3,482.75,7.61,43.37,3,0,1,0.36,1,0,0.94,3.0,Terpenoids,Triterpenoids,Bauerane triterpenoids,Prenol lipids,Lipids and lipid-like molecules,"Taraxastane, ursane, and bauerane triterpenoids",,AfroDB|ZINC NP,f,f,,COCONUT,True,True,ORSMTTXASHOWDI,,False,0.39053339170302515,19
CNP0199444.1,C=C[C@]12[C@H](CC)OC(=O)C(=C)[C@H]1[C@@H]1OC(=O)C(=C)[C@H]1[C@H](OC(=O)CCO)[C@@H]2O,RZVMPVHNSFYQFW-TZSJZLCQSA-N,,"[(3~{a}~{R},4~{S},5~{R},5~{a}~{S},6~{S},9~{a}~{S},9~{b}~{S})-6-ethyl-5-hydroxy-3,9-dimethylene-2,8-dioxo-5~{a}-vinyl-3~{a},4,5,6,9~{a},9~{b}-hexahydrofuro[2,3-f]isochromen-4-yl] 3-hydroxypropanoate",C20H24O8,392.4,0.43,119.36,8,2,5,0.3,0,0,0.55,2.85,Terpenoids,Sesquiterpenoids,Elemane sesquiterpenoids,Carboxylic acids and derivatives,Organic acids and derivatives,Tricarboxylic acids and derivatives,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,RZVMPVHNSFYQFW,,False,0.389256905077226,20
CNP0198240.6,CC(=O)O[C@@H]1CC[C@@]2(C)[C@H]3CC=C4[C@H]5CC(C)(C)CC[C@@]5(C)CC[C@@]4(C)[C@@]3(C)CC[C@H]2C1(C)C,UMRPOGLIBDXFNK-PDWRVHHDSA-N,,"[(3~{R},4~{a}~{R},6~{a}~{S},6~{b}~{S},8~{a}~{S},12~{a}~{S},14~{a}~{R},14~{b}~{S})-4,4,6~{a},6~{b},8~{a},11,11,14~{b}-octamethyl-1,2,3,4~{a},5,6,7,8,9,10,12,12~{a},14,14~{a}-tetradecahydropicen-3-yl] acetate",C32H52O2,468.77,8.74,26.3,2,0,1,0.28,1,0,0.91,3.19,Terpenoids,Triterpenoids,Oleanane triterpenoids,Prenol lipids,Lipids and lipid-like molecules,Oleanane triterpenoids,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,UMRPOGLIBDXFNK,NPC76219,True,0.38858642934539356,21
CNP0143957.3,CC(=O)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,BSALBDFYJLSIOZ-UGWIBKDRSA-N,Messagenin,"1-[(1~{R},3~{a}~{S},5~{a}~{R},5~{b}~{R},7~{a}~{R},9~{S},11~{a}~{R},11~{b}~{R},13~{a}~{R},13~{b}~{S})-9-hydroxy-3~{a}-(hydroxymethyl)-5~{a},5~{b},8,8,11~{a}-pentamethyl-1,2,3,4,5,6,7,7~{a},9,10,11,11~{b},12,13,13~{a},13~{b}-hexadecahydrocyclopenta[a]chrysen-1-yl]ethanone",C29H48O3,444.7,6.01,57.53,3,2,2,0.55,1,0,0.97,3.09,Terpenoids,Triterpenoids,Lupane triterpenoids,Steroids and steroid derivatives,Lipids and lipid-like molecules,18-hydroxysteroids,,AfroDB|ChEBI NPs|Latin America dataset|NPEdia|Super Natural II,f,f,,COCONUT,True,True,BSALBDFYJLSIOZ,NPC582141,True,0.3858333613510993,22
CNP0346598.1,COc1cc2c(cc1OC)-c1c(OCO)c(OCO)cc3c1[C@H](C2)N(C)CC3,UQTAUJNPDCIUPD-HNNXBMFYSA-N,,"[(6~{a}~{S})-1-(hydroxymethoxy)-9,10-dimethoxy-6-methyl-5,6,6~{a},7-tetrahydro-4~{H}-dibenzo[de,g]quinolin-2-yl]oxymethanol",C21H25NO6,387.43,2.11,80.62,7,2,6,0.74,0,2,0.43,1.63,Alkaloids,Tyrosine alkaloids,Aporphine alkaloids,Aporphines,Alkaloids and derivatives,Aporphines,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,UQTAUJNPDCIUPD,,False,0.3854446584743277,23
CNP0218101.3,CC1(C)CC[C@]2(CO)[C@H](O)C[C@]3(C)C(=CC[C@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,YHGVYECWZWIVJC-AGHRBTEWSA-N,,"(3~{S},4~{a}~{R},6~{a}~{R},6~{b}~{S},8~{R},8~{a}~{S},12~{a}~{S},14~{a}~{S},14~{b}~{R})-8~{a}-(hydroxymethyl)-4,4,6~{a},6~{b},11,11,14~{b}-heptamethyl-1,2,3,4~{a},5,6,7,8,9,10,12,12~{a},14,14~{a}-tetradecahydropicene-3,8-diol",C30H50O3,458.73,6.11,60.69,3,3,1,0.42,1,0,0.93,3.35,Terpenoids,Triterpenoids,Oleanane triterpenoids,Prenol lipids,Lipids and lipid-like molecules,Oleanane triterpenoids,,AfroDB|ZINC NP,f,f,,COCONUT,True,True,YHGVYECWZWIVJC,NPC500056,True,0.3853938956279498,24
CNP0201740.1,CC(C)C1=CC2=CC=C3C(C)(C)[C@@H](OC(=O)/C=C/c4ccccc4)CC[C@]3(C)C2=C(O)C1=O,BLUKSJXOPCHNNT-FSJLORSQSA-N,,"[(2~{S},4~{a}~{S})-5-hydroxy-7-isopropyl-1,1,4~{a}-trimethyl-6-oxo-3,4-dihydro-2~{H}-phenanthren-2-yl] (~{E})-3-phenylprop-2-enoate",C29H32O4,444.57,6.28,63.6,4,1,4,0.44,1,1,0.38,2.33,Terpenoids,Diterpenoids,Abeoabietane diterpenoids,Prenol lipids,Lipids and lipid-like molecules,Diterpenoids,Hoslundia opposita,ANPDB|AfroDB|Latin America dataset|NANPDB (Natural Products from Northern African Sources)|Super Natural II|ZINC NP,f,f,10.1016/S0031-9422(00)97526-5,COCONUT,True,True,BLUKSJXOPCHNNT,NPC507567,True,0.3841195299041936,25
CNP0214159.8,C=C(C)[C@H]1CC[C@]2(C)CC[C@]3(C)[C@@H](CC[C@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@H]5CC[C@]43C)[C@H]12,GRBHNQFQFHLCHO-QAMYVIOUSA-N,,"(1~{S},3~{a}~{R},5~{a}~{R},5~{b}~{R},7~{a}~{S},11~{a}~{R},11~{b}~{S},13~{a}~{S},13~{b}~{S})-1-isopropenyl-3~{a},5~{a},5~{b},8,8,11~{a}-hexamethyl-2,3,4,5,6,7,7~{a},10,11,11~{b},12,13,13~{a},13~{b}-tetradecahydro-1~{H}-cyclopenta[a]chrysen-9-one",C30H48O,424.71,8.23,17.07,1,0,1,0.39,1,0,0.9,3.06,Terpenoids,Triterpenoids,Lupane triterpenoids,Prenol lipids,Lipids and lipid-like molecules,Lupane triterpenoids,,AfroDB,f,f,,COCONUT,True,True,GRBHNQFQFHLCHO,NPC595595,True,0.38305127721864657,26
